## Current (mA) ### Voltage
0.01,0.2613
1.7801,0.5239
1.86,0.5291
21.05,0.6933
42.51,0.7376
55.91,0.7548
60.09,0.7574
76.87,0.7711
88.81,0.7790
97.72,0.7849
110.70,0.7916
125.33,0.7975
136.51,0.8022
145.95,0.8057
154.34,0.8082
171.63,0.8133
198.40,0.8202
